elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
VT55605.1		FBbt:0000607,ubiquitous	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000607,ubiquitous
VT55605.2		FBbt:0000607,ubiquitous	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000607,ubiquitous
VT55607.1		FBbt:0000607,ubiquitous	FBbt:0000607,ubiquitous	FBbt:0000607,ubiquitous	FBbt:0000607,ubiquitous	FBbt:0000607,ubiquitous	FBbt:0000607,ubiquitous
VT55790.1		FBbt:0000611,NA	FBbt:0000610,early embryonic segmentation	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000610,early embryonic segmentation
VT55790.2		FBbt:0000611,NA	FBbt:0000610,early embryonic segmentation	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000610,early embryonic segmentation
VT55791.1		FBbt:0000611,NA	"FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage"	FBbt:00015248,dorsal head epidermis anlage	FBbt:0000611,NA	FBbt:00015256,central brain anlage	"FBbt:00015256,central brain anlage; FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage; FBbt:00015248,dorsal head epidermis anlage"
VT55791.2		FBbt:0000611,NA	"FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage"	FBbt:00015248,dorsal head epidermis anlage	FBbt:0000611,NA	FBbt:00015256,central brain anlage	"FBbt:00015256,central brain anlage; FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage; FBbt:00015248,dorsal head epidermis anlage"
VT55791.3		FBbt:0000611,NA	"FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage"	FBbt:00015248,dorsal head epidermis anlage	FBbt:0000611,NA	FBbt:00015256,central brain anlage	"FBbt:00015256,central brain anlage; FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage; FBbt:00015248,dorsal head epidermis anlage"
VT55792.1		FBbt:0000611,NA	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00000210,anterior endoderm anlage"	"FBbt:00015255,ventral head epidermis primordium; FBbt:00000155,embryonic head"	FBbt:00015255,ventral head epidermis primordium	FBbt:00015256,central brain anlage	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00015256,central brain anlage; FBbt:00015255,ventral head epidermis primordium; FBbt:00000210,anterior endoderm anlage; FBbt:00000155,embryonic head"
VT55793.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00000155,embryonic head"	FBbt:00000210,anterior endoderm anlage	FBbt:00015248,dorsal head epidermis anlage	FBbt:00000155,embryonic head	FBbt:00015248,dorsal head epidermis anlage	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00015248,dorsal head epidermis anlage; FBbt:00000155,embryonic head; FBbt:00000210,anterior endoderm anlage"
VT55794.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:00005548,head mesoderm anlage	"FBbt:00000155,embryonic head; FBbt:00005548,head mesoderm anlage"	FBbt:00000155,embryonic head	FBbt:00005548,head mesoderm anlage	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00000155,embryonic head; FBbt:00005548,head mesoderm anlage"
VT55795.1		FBbt:00005382,salivary gland	FBbt:0000610,early embryonic segmentation	FBbt:00000210,anterior endoderm anlage	FBbt:0000611,NA	FBbt:00000210,anterior endoderm anlage	"FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage; FBbt:00005382,salivary gland"
VT55795.2		FBbt:00005382,salivary gland	FBbt:0000610,early embryonic segmentation	FBbt:00000210,anterior endoderm anlage	FBbt:0000611,NA	FBbt:00000210,anterior endoderm anlage	"FBbt:0000610,early embryonic segmentation; FBbt:00000210,anterior endoderm anlage; FBbt:00005382,salivary gland"
VT55797.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	"FBbt:00015252,antennal anlage in statu nascendi; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00005425,visual anlage in statu nascendi; FBbt:00015249,dorsal head epidermis anlage in statu nascendi; FBbt:00000210,anterior endoderm anlage"	"FBbt:00015256,central brain anlage; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	"FBbt:00015256,central brain anlage; FBbt:00005434,visual anlage; FBbt:00000210,anterior endoderm anlage; FBbt:00015253,antennal anlage; FBbt:00015248,dorsal head epidermis anlage"	"FBbt:00015256,central brain anlage; FBbt:00001102,ventral nerve cord; FBbt:00015252,antennal anlage in statu nascendi; FBbt:00015253,antennal anlage; FBbt:00000210,anterior endoderm anlage; FBbt:00015249,dorsal head epidermis anlage in statu nascendi; FBbt:00015248,dorsal head epidermis anlage; FBbt:00005542,central brain primordium; FBbt:00005415,central brain anlage in statu nascendi; FBbt:00005434,visual anlage; FBbt:00005554,ventral nerve cord primordium; FBbt:00005425,visual anlage in statu nascendi; FBbt:00005662,embryonic central brain"
VT55804.1		FBbt:00005630,embryonic hindgut	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005630,embryonic hindgut
VT55804.2		FBbt:00005630,embryonic hindgut	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005630,embryonic hindgut
VT55805.1		FBbt:00005069,muscle system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005069,muscle system
VT55808.1		"FBbt:00001882,embryonic/larval midgut; FBbt:0000632,embryonic lateral epidermis; FBbt:00000197,posterior spiracle primordium; FBbt:00005630,embryonic hindgut"	FBbt:0000611,NA		"FBbt:00000197,posterior spiracle primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00005526,dorsal epidermis primordium; FBbt:00000444,anterior midgut primordium; FBbt:10005329,posterior midgut primordium"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:10005329,posterior midgut primordium; FBbt:00001882,embryonic/larval midgut; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00000197,posterior spiracle primordium; FBbt:00005630,embryonic hindgut; FBbt:00000444,anterior midgut primordium"
VT55809.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00015246,dorsal head epidermis; FBbt:00005750,epipharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005526,dorsal epidermis primordium; FBbt:00005037,tracheal primordium; FBbt:00005533,ventral epidermis primordium"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00015246,dorsal head epidermis; FBbt:00005037,tracheal primordium; FBbt:00005750,epipharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"
VT55810.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00001882,embryonic/larval midgut; FBbt:00000155,embryonic head; FBbt:00005786,Malpighian tubule; FBbt:00005828,embryonic head sensory system; FBbt:00005619,embryonic labial sensory complex"	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00005422,amnioserosa anlage in statu nascendi; FBbt:00004204,ventral ectoderm anlage"	"FBbt:00017017,amnioserosa anlage; FBbt:0000607,ubiquitous; FBbt:00000444,anterior midgut primordium"	"FBbt:00000442,Malpighian tubule primordium; FBbt:10005329,posterior midgut primordium; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00000444,anterior midgut primordium; FBbt:00000155,embryonic head"	"FBbt:00005428,dorsal ectoderm anlage; FBbt:00017017,amnioserosa anlage"	"FBbt:0000632,embryonic lateral epidermis; FBbt:00004204,ventral ectoderm anlage; FBbt:10005329,posterior midgut primordium; FBbt:00005786,Malpighian tubule; FBbt:00005619,embryonic labial sensory complex; FBbt:00001882,embryonic/larval midgut; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00005428,dorsal ectoderm anlage; FBbt:00000442,Malpighian tubule primordium; FBbt:0000607,ubiquitous; FBbt:00017017,amnioserosa anlage; FBbt:00005828,embryonic head sensory system; FBbt:00005422,amnioserosa anlage in statu nascendi; FBbt:00000155,embryonic head; FBbt:00000444,anterior midgut primordium"
VT55811.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005613,embryonic hypopharynx; FBbt:00005785,anal pad; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005507,esophagus primordium	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005507,esophagus primordium; FBbt:00005785,anal pad; FBbt:00005613,embryonic hypopharynx; FBbt:00000155,embryonic head"
VT55811.2		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005613,embryonic hypopharynx; FBbt:00005785,anal pad; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005507,esophagus primordium	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005507,esophagus primordium; FBbt:00005785,anal pad; FBbt:00005613,embryonic hypopharynx; FBbt:00000155,embryonic head"
VT55811.3		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005613,embryonic hypopharynx; FBbt:00005785,anal pad; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005507,esophagus primordium	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005381,esophagus; FBbt:00005751,hypopharynx; FBbt:00005507,esophagus primordium; FBbt:00005785,anal pad; FBbt:00005613,embryonic hypopharynx; FBbt:00000155,embryonic head"
VT55812.1		"FBbt:00005613,embryonic hypopharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005381,esophagus; FBbt:00005750,epipharynx; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	"FBbt:00016002,hypopharynx proper primordium; FBbt:00005613,embryonic hypopharynx; FBbt:00005507,esophagus primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00004201,epipharynx primordium"	FBbt:0000611,NA	"FBbt:00005751,hypopharynx; FBbt:00016002,hypopharynx proper primordium; FBbt:00005750,epipharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005507,esophagus primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00004201,epipharynx primordium; FBbt:00005613,embryonic hypopharynx; FBbt:00005381,esophagus"
VT55812.2		"FBbt:00005613,embryonic hypopharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005381,esophagus; FBbt:00005750,epipharynx; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	"FBbt:00016002,hypopharynx proper primordium; FBbt:00005613,embryonic hypopharynx; FBbt:00005507,esophagus primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00004201,epipharynx primordium"	FBbt:0000611,NA	"FBbt:00005751,hypopharynx; FBbt:00016002,hypopharynx proper primordium; FBbt:00005750,epipharynx; FBbt:01005747,embryonic ventral trunk epidermis; FBbt:00005507,esophagus primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00004201,epipharynx primordium; FBbt:00005613,embryonic hypopharynx; FBbt:00005381,esophagus"
VT55839.1		"FBbt:00001882,embryonic/larval midgut; FBbt:00005752,proventriculus"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001882,embryonic/larval midgut; FBbt:00005752,proventriculus"
